Country,Location,Station ID,Short-term erosion rate (mm kyr^-1),Basin area (km^2),Latitude,Longitude,Koppen¡VGeiger classification,Aridity Index,Aridity Index category,Reference
Bolivia,MIZ,,490,10800,-18.460624,-64.356253,BSh,0.3903,Semi-arid,Aalto et al. 2006 
Bolivia,PAZ,,190,4360,-20.092672,-63.894546,BSh,0.4785,Semi-arid,Aalto et al. 2006 
Bolivia,SAN,,980,7500,-20.343639,-63.043456,Aw,0.4086,Semi-arid,Aalto et al. 2006 
Bolivia,AT,,710,6340,-19.036109,-65.398446,Cw,0.4601,Semi-arid,Aalto et al. 2006 
Bolivia,NU,,260,1600,-19.26653,-65.293784,BSk,0.3751,Semi-arid,Aalto et al. 2006 
Bolivia,VQ,,630,13200,-19.36306,-64.906863,BSk,0.326,Semi-arid,Aalto et al. 2006 
Bolivia,SL,,40,4200,-20.170268,-65.875017,BSk,0.2024,Semi-arid,Aalto et al. 2006 
Bolivia,EP,,50,20100,-21.151333,-65.20441,BSk,0.2897,Semi-arid,Aalto et al. 2006 
Bolivia,CH,,120,42900,-21.020216,-64.973511,BSk,0.3288,Semi-arid,Aalto et al. 2006 
Bolivia,SJ,,250,47500,-21.148714,-64.208674,Cw,0.4997,Semi-arid,Aalto et al. 2006 
Bolivia,VI,,330,81300,-21.291901,-63.426782,Cw,0.4407,Semi-arid,Aalto et al. 2006 
Bolivia,CAB,,80,230,-21.335109,-64.601616,Cw,0.3431,Semi-arid,Aalto et al. 2006 
Bolivia,OB,,160,920,-21.445043,-64.63953,Cw,0.3375,Semi-arid,Aalto et al. 2006 
Bolivia,TO,,1230,460,-21.479739,-64.659219,Cw,0.3382,Semi-arid,Aalto et al. 2006 
Bolivia,SA,,80,290,-21.57527,-64.144271,Cw,0.4843,Semi-arid,Aalto et al. 2006 
Bolivia,PA,,190,220,-21.561074,-64.152017,Cw,0.502,Semi-arid,Aalto et al. 2006 
Bolivia,AQM,,1470,9400,-16.32861,-67.555,Cf,0.8073,Humid,Aalto et al. 2006 
Bolivia,SRC,,570,4700,-16.72666,-67.1925,Cf,0.8171,Humid,Aalto et al. 2006 
Bolivia,AIN,,1430,29900,-16.69888,-66.73083,Cf,0.7959,Humid,Aalto et al. 2006 
Bolivia,AB,,1210,67500,-15.88722,-66.84861,Cf,1.2256,Humid,Aalto et al. 2006 
Bolivia,LBE,,300,2880,-17.733042,-63.201786,Aw,0.7767,Humid,Aalto et al. 2006 
Nepal,Bhote Koshi,,100,2308,27.75,85.26,Cw,2.0686,Humid,Andermann et al. 2012
Nepal,Upper Karnali,,400,21121,28.95,81.44,Cw,0.8692,Humid,Andermann et al. 2012
Nepal,Karnali,,900,45967,28.64,81.29,Cw,1.2202,Humid,Andermann et al. 2012
Nepal,Saradha,,200,808,27.64,82.02,Cw,0.8117,Humid,Andermann et al. 2012
Nepal,Upper Rapti,,1900,3648,27.9,82.85,Cw,0.9382,Humid,Andermann et al. 2012
Nepal,Rapti,,1000,5197,27.95,82.23,Cw,0.9949,Humid,Andermann et al. 2012
Nepal,Kali-Gandaki,,2800,7170,28.01,83.6,Cw,1.2938,Humid,Andermann et al. 2012
Nepal,Trishuli,,300,4428,27.97,85.18,Cw,1.3848,Humid,Andermann et al. 2012
Nepal,Narayani,,1500,32002,27.71,84.43,Cw,1.3008,Humid,Andermann et al. 2012
Nepal,Bagmati,,600,2849,27.11,85.48,Cw,1.2319,Humid,Andermann et al. 2012
Nepal,Sapta-Koshi,,900,54024,28.87,87.16,Cw,0.323,Semi-arid,Andermann et al. 2012
Nepal,Kankai Mai,,500,1172,26.7,87.88,Cw,1.6664,Humid,Andermann et al. 2012
US,Rio Puerco New Mexico,,405.625,1117,35.60088,-107.16661,Df,0.1869,Arid,Bierman et al. 2005
US,Rio Puerco New Mexico,,437.5,2220,35.59225,-107.18944,Df,0.1774,Arid,Bierman et al. 2005
US,Rio Puerco New Mexico,,151.25,16153,34.41027,-106.85444,BSk,0.14,Arid,Bierman et al. 2005
US,Rio Puerco New Mexico,,290.625,14946,34.79388,-106.98888,BWk,0.1455,Arid,Bierman et al. 2005
US,Rio Puerco New Mexico,,42.5,7122,34.96805,-107.18638,BWk,0.1605,Arid,Bierman et al. 2005
US,Luquillo Forest Puerto Rico,,126.25,3.26,18.27722,-65.78583,Af,2.2135,Humid,Brown et al. 1995
Israel,Nahal Yael,,78.4375,0.6,29.589716,34.945205,BWh,0.0207,Hyper-arid,Clapp et al. 2000
Taiwan,Fengshan,,3004.807692,208,24.82568199,121.065689,Cf,1.6489,Humid,Dadson et al. 2005
Taiwan,Taan,,6911.532385,633,24.34237015,120.7378687,Cf,1.5632,Humid,Dadson et al. 2005
Taiwan,Tachia,,1498.800959,417,24.29176851,121.251931,Cf,2.8108,Humid,Dadson et al. 2005
Taiwan,Choshui,,11291.40181,2989,23.83663005,120.3986595,Cf,1.0228,Humid,Dadson et al. 2005
Taiwan,Pachang,,8503.401361,441,23.32845915,120.2526709,Cf,1.1777,Humid,Dadson et al. 2005
Taiwan,Tsengwen,,13504.75367,1157,23.10740932,120.2064148,Cf,1.298,Humid,Dadson et al. 2005
Taiwan,Peinan,,34722.22222,1584,22.792183,121.145926,Cf,1.4557,Humid,Dadson et al. 2005
Taiwan,Hsiukuluan,,8934.372969,1539,23.48497392,121.4046949,Cf,1.7083,Humid,Dadson et al. 2005
Taiwan,Hualien,,12865.20584,1506,23.92272245,121.5995978,Cf,1.6392,Humid,Dadson et al. 2005
Taiwan,Hoping,,16952.98373,553,24.32453858,121.7433818,Cf,2.3217,Humid,Dadson et al. 2005
Taiwan,Tanshui (1140H058),,742.280285,842,25.07871558,121.6895426,Cf,3.3785,Humid,Dadson et al. 2005
Taiwan,Tanshui (1140H066),,1498.002663,751,24.98943188,121.5290823,Cf,2.1312,Humid,Dadson et al. 2005
Taiwan,Tanshui (1140H067),,5208.333333,204,24.94498386,121.3533713,Cf,1.8017,Humid,Dadson et al. 2005
Taiwan,Nankang,,512.295082,122,25.05595866,121.2811767,Cf,1.614,Humid,Dadson et al. 2005
Taiwan,Touchien,,1878.757515,499,24.80788118,121.0194744,Cf,1.593,Humid,Dadson et al. 2005
Taiwan,Chungkang,,6060.606061,165,24.64277882,120.9568968,Cf,1.7381,Humid,Dadson et al. 2005
Taiwan,Houlung,,3840.042373,472,24.59488816,120.8255058,Cf,1.4695,Humid,Dadson et al. 2005
Taiwan,Wu,,3091.872792,1981,24.10594951,120.5822001,Cf,1.2207,Humid,Dadson et al. 2005
Taiwan,Peikang,,2303.18258,597,23.56276545,120.3011779,Cf,1.1671,Humid,Dadson et al. 2005
Taiwan,Potzu,,4541.522491,289,23.46822812,120.2285628,Cf,1.139,Humid,Dadson et al. 2005
Taiwan,Chishui,,4955.947137,227,23.29586614,120.3129898,Cf,1.3544,Humid,Dadson et al. 2005
Taiwan,Yenshui,,4708.90411,146,23.0583003,120.2768764,Cf,1.3479,Humid,Dadson et al. 2005
Taiwan,Kaoping,,9956.111834,3076,22.65075329,120.4392524,Cf,1.5765,Humid,Dadson et al. 2005
Taiwan,Tungkang,,1428.571429,175,22.5685104,120.5437687,Cf,1.9312,Humid,Dadson et al. 2005
Taiwan,Linpien,,6653.225806,310,22.4619907,120.5501721,Cf,1.8084,Humid,Dadson et al. 2005
Taiwan,Chihpen,,13554.21687,166,22.69461651,121.0219169,Cf,1.8145,Humid,Dadson et al. 2005
Taiwan,Nanao,,8823.529412,170,24.46025479,121.7885742,Cf,2.4986,Humid,Dadson et al. 2005
US,Arroyo de los Frijoles Watershed New Mexico,,86.875,0.155,35.75833,-106.025,Df,0.2786,Semi-arid,Gellis et al. 2005
US,Volcano Hill Wash New Mexico,,372.5,9.3,34.836173,-107.366331,BSk,0.1653,Arid,Gellis et al. 2012
US,Arroyo Chavez New Mexico,,748.125,2.11,35.650265,-107.080279,Df,0.2022,Semi-arid,Gellis et al. 2012
Sri Lanka,Atabage oya Upper Mahaweli catchment,,224.375,44,7.134602,80.597586,Af,1.8971,Humid,Hewawasam et al. 2003
Sri Lanka,Nilambe oya Upper Mahaweli catchment,,83.75,62,7.188371,80.631262,Af,1.7432,Humid,Hewawasam et al. 2003
Sri Lanka,Huluganga Upper Mahaweli catchment,,140,123,7.32811,80.744407,Am,1.5742,Humid,Hewawasam et al. 2003
Sri Lanka,Maha oya Upper Mahaweli catchment,,246.875,107,7.193483,80.765285,Am,1.7305,Humid,Hewawasam et al. 2003
Sri Lanka,Belihul oya Upper Mahaweli catchment,,345.625,146,7.166347,80.842949,Cf,1.5897,Humid,Hewawasam et al. 2003
Sri Lanka,Uma oya (1) Upper Mahaweli catchment,,1325,740,7.191092,80.946123,Am,1.2316,Humid,Hewawasam et al. 2003
Sri Lanka,Uma oya (2) Upper Mahaweli catchment,,1007.5,98,6.906155,80.909621,Cf,1.3102,Humid,Hewawasam et al. 2003
Sri Lanka,Peradeniya Upper Mahaweli catchment,,279.375,565,7.264146,80.593624,Af,1.4234,Humid,Hewawasam et al. 2003
Sri Lanka,Polgolla Upper Mahaweli catchment,,253.125,721,7.321843,80.645263,Am,1.2307,Humid,Hewawasam et al. 2003
Sri Lanka,Victoria Upper Mahaweli catchment,,318.75,16,7.241098,80.785,Am,1.7839,Humid,Hewawasam et al. 2003
India,Ganga Ganga basin,,11643.83562,32650,26.613,80.276,Cw,0.502,Dry sub-humid,Hewawasam et al. 2003
India,Karnali Ganga basin,,624.7087912,72010,25.78,84.631,Cw,0.6305,Dry sub-humid,Hewawasam et al. 2003
India,Narayani/Gandak Ganga basin,,1172.25625,34450,25.679,85.194,Cw,0.6383,Dry sub-humid,Hewawasam et al. 2003
India,Kosi Ganga basin,,864,56210,25.543,86.725,Cw,0.7087,Humid,Hewawasam et al. 2003
India,Ganga Bangladesh Ganga basin,,651.5151515,220150,24.053,89.025,Cw,1.0553,Humid,Hewawasam et al. 2003
Germany,Iller Kempten,,108.0625,953,47.725019,10.322808,Cf,1.3337,Humid,Hinderer 2001
Germany,Tiroler Ache Marquartstein,,154,945,47.757631,12.464313,Df,1.2597,Humid,Hinderer 2001
Germany,Inn Reisach,,159.25,9756,47.663058,12.184265,Df,1.1359,Humid,Hinderer 2001
Italy,Sarca Ponte Pia,,75.375,575,46.054163,10.817747,Df,0.9806,Humid,Hinderer 2001
Germany,Ammer Weilheim,,71,,47.847526,11.135716,Df,1.2183,Humid,Hinderer et al. 2013
Germany,Iller Krugzell,,123,,47.798584,10.270678,Df,1.3249,Humid,Hinderer et al. 2013
Germany,Iller Wiblingen,,25,,48.368076,9.992858,Cf,0.9935,Humid,Hinderer et al. 2013
Germany,Isar Sylvenstein,,72,1100,47.585664,11.549304,Df,1.2768,Humid,Hinderer et al. 2013
Germany,Isar Munchen,,18,,48.146096,11.596351,Df,1.1889,Humid,Hinderer et al. 2013
Germany,Isar Plattling,,12,,48.770532,12.882603,Df,1.0061,Humid,Hinderer et al. 2013
Germany,Kotlaine,,1022,,47.684116,11.445567,Df,1.4074,Humid,Hinderer et al. 2013
Germany,Lainbach,,327,,47.698062,11.426035,Df,1.304,Humid,Hinderer et al. 2013
Germany,Lech Feldheim,,17,,48.728138,10.92143,Cf,0.9591,Humid,Hinderer et al. 2013
Germany,Loisach Schlehdorf,,41,,47.668086,11.324406,Df,1.2027,Humid,Hinderer et al. 2013
Germany,Saalach Unterjettenburg,,186,,47.682504,12.820497,Df,1.3594,Humid,Hinderer et al. 2013
Germany,Tiroler Achen Staudach,,113,,47.78111,12.467267,Df,1.2639,Humid,Hinderer et al. 2013
Germany,Traun Altenmarkt/Stein,,46,,47.99212,12.54144,Df,1.281,Humid,Hinderer et al. 2013
Germany,Weissach Tegernsee,,50,,47.692274,11.748789,Df,1.2744,Humid,Hinderer et al. 2013
Germany,Wertach Turkheim,,22,,48.062858,10.651972,Cf,1.2426,Humid,Hinderer et al. 2013
Germany,Wertach Schwabmunchen,,63,,48.176039,10.730824,Cf,1.1794,Humid,Hinderer et al. 2013
Germany,Inn Kufstein,,92,,47.580624,12.165343,Df,1.1356,Humid,Hinderer et al. 2013
Germany,Inn Oberaudorf,,74,,47.651167,12.193516,Df,1.1358,Humid,Hinderer et al. 2013
Germany,Inn Rosenheim,,84,,47.850843,12.138252,Df,1.1406,Humid,Hinderer et al. 2013
Germany,Inn Wasserburg,,96,,48.059009,12.231856,Df,1.153,Humid,Hinderer et al. 2013
Germany,Inn Neuotting,,102,,48.250044,12.691742,Df,1.1859,Humid,Hinderer et al. 2013
Germany,Inn Passau,,64,,48.572081,13.467219,Df,1.0935,Humid,Hinderer et al. 2013
Germany,Salzach Laufen,,118,,47.940483,12.931802,Df,1.3211,Humid,Hinderer et al. 2013
Germany,Salzach Burghausen,,131,,48.159071,12.83486,Df,1.2436,Humid,Hinderer et al. 2013
Switzerland,Emme Wiler,,21,,47.177015,7.562246,Df,1.1546,Humid,Hinderer et al. 2013
Switzerland,Thur Halden,,81,,47.505568,9.211388,Df,1.3402,Humid,Hinderer et al. 2013
Switzerland,LArve Geneve,,179,,46.180465,6.159181,Df,1.0771,Humid,Hinderer et al. 2013
Switzerland,Dongia Valle di Blenio,,20,,46.431282,8.974472,Df,1.6172,Humid,Hinderer et al. 2013
Switzerland,Val Roseg Pontresina,,184,,46.486734,9.906245,Df,2.0756,Humid,Hinderer et al. 2013
Switzerland,Ticino Bellinzona,,102,1515,46.19411,9.012322,Df,1.5194,Humid,Hinderer et al. 2013
Switzerland,Maggia Locarno,,82,,46.168867,8.772829,Df,1.4728,Humid,Hinderer et al. 2013
Switzerland,Moesa Lumino,,35,,46.223092,9.055264,Df,1.6428,Humid,Hinderer et al. 2013
Austria,Drau Rosegg,,76,,46.582718,14.04108,Df,1.3267,Humid,Hinderer et al. 2013
Austria,Enns Liezen,,48,,47.552163,14.250557,Df,1.7125,Humid,Hinderer et al. 2013
Austria,Enns Grobreifling,,43,,47.668005,14.713764,Df,1.1676,Humid,Hinderer et al. 2013
Austria,Gail Gailitz,,90,,46.57082,13.721433,Df,1.5017,Humid,Hinderer et al. 2013
Austria,Steyr Steyrdurchbruch,,46,,47.863882,14.19713,Df,1.2582,Humid,Hinderer et al. 2013
France,Rhone mouth Mediterranean,,136,,43.424545,4.739944,Cs,0.6419,Dry sub-humid,Hinderer et al. 2013
France,Durance Mirabeau,,440,,43.693134,5.674058,Cs,0.7441,Humid,Hinderer et al. 2013
France,Isere,,128,,45.197896,5.733174,Df,0.9346,Humid,Hinderer et al. 2013
France,Asse,,254,,43.879708,5.90294,Cs,0.7698,Humid,Hinderer et al. 2013
France,Bleone,,244,,44.044039,6.035379,Cs,0.8315,Humid,Hinderer et al. 2013
France,Ferrand,,137,,45.053256,6.141536,Df,1.1988,Humid,Hinderer et al. 2013
France,Romanche,,226,,45.03862,6.183521,Df,1.3283,Humid,Hinderer et al. 2013
Italy,Adda Tirano,,103,,46.212283,10.166247,Df,0.9723,Humid,Hinderer et al. 2013
Italy,Adda Pizzighettone,,68,,45.18722,9.8018,Cf,0.8147,Humid,Hinderer et al. 2013
Italy,Dora Baltea Tavagnasco,,301,,45.548028,7.828094,Df,0.9339,Humid,Hinderer et al. 2013
Italy,Oglio Marcaria,,18,,45.113008,10.529328,Cf,0.8504,Humid,Hinderer et al. 2013
Italy,Po Casale Monferrato,,20,,45.142801,8.45022,Cf,0.962,Humid,Hinderer et al. 2013
Italy,Po Becca,,43,,45.138388,9.218711,Cf,0.9676,Humid,Hinderer et al. 2013
Italy,Sesia Vercelli,,40,,45.332646,8.444666,Cf,0.984,Humid,Hinderer et al. 2013
Italy,Brenta Bassano,,25,,45.764639,11.726152,Cf,1.002,Humid,Hinderer et al. 2013
Italy,Cismon Cismon,,213,,45.931642,11.737937,Cf,1.0243,Humid,Hinderer et al. 2013
Italy,Etsch/Adige Trento,,91,,46.071235,11.116136,Df,0.8936,Humid,Hinderer et al. 2013
Italy,Rio Cordon Dolomites,,59,,46.451994,12.0964,Df,1.566,Humid,Hinderer et al. 2013
Italy,Sauglio Turin,,63,,44.993172,7.747066,Cf,0.8786,Humid,Hinderer et al. 2013
Italy,Sextenbach Dolomites,,129,,46.712562,12.324371,Df,1.1238,Humid,Hinderer et al. 2013
Italy,Tanaro Nucetto,,82,375,44.339008,8.060108,Cs,0.9726,Humid,Hinderer et al. 2013
Italy,Tanaro Clavesana,,112,,44.481524,7.900587,Cf,0.8463,Humid,Hinderer et al. 2013
Italy,Tanaro Farigliano,,87,1522,44.509576,7.911549,Cf,0.8413,Humid,Hinderer et al. 2013
Italy,Tanaro Alessandria,,74,,44.918511,8.608884,Cf,1.0187,Humid,Hinderer et al. 2013
Italy,Tanaro Montecastello,,120,7985,44.946434,8.682633,Cf,1.0372,Humid,Hinderer et al. 2013
US,West Fork Horse Creek Idaho,,3.125,17,45.407823,-114.72055,Df,0.3878,Semi-arid,Kirchner et al. 2001
US,East Fork Horse Creek Idaho,,1.5625,14,45.990356,-115.332391,Df,0.7314,Humid,Kirchner et al. 2001
US,Tailholt Creek Idaho,,8.75,6.6,45.042555,-115.677516,Ds,0.5779,Dry sub-humid,Kirchner et al. 2001
US,Circle End Creek Idaho,,4.0625,3.8,45.046822,-115.667324,Ds,0.5584,Dry sub-humid,Kirchner et al. 2001
US,Trapper Creek Idaho,,6.125,20,42.182814,-113.941374,BSk,0.2684,Semi-arid,Kirchner et al. 2001
US,South Fork Red River Idaho,,5,98,45.711007,-115.344867,Df,0.7104,Humid,Kirchner et al. 2001
US,Johns Creek Idaho,,4.75,293,45.823778,-115.890082,Df,0.6028,Dry sub-humid,Kirchner et al. 2001
US,Johns Creek Idaho,,4.75,2149,46.145386,-115.981344,Ds,0.543,Dry sub-humid,Kirchner et al. 2001
US,Lochsa River Idaho,,16.4375,3055,46.142431,-115.59806,Ds,0.6184,Dry sub-humid,Kirchner et al. 2001
US,Selway River Idaho,,15.3125,4945,46.141427,-115.598015,Ds,0.6184,Dry sub-humid,Kirchner et al. 2001
US,Salmon River Idaho,,8.5625,35079,45.856232,-116.793851,Df,0.3836,Semi-arid,Kirchner et al. 2001
India,Yamuna Ganga basin,,3446.153846,7620,30.443,77.674,Cw,1.2304,Humid,Lupker et al. 2012
US,Bryson City Tuckasegee River North Carolina,,65,1700,35.4286,-83.446,Cf,1.1371,Humid,Matmon et al. 2003 
US,Little River North Carolina,,21,490,35.763333,-83.85,Cf,1.0207,Humid,Matmon et al. 2003 
Canada,Annapolis Wilmott,,4.5853125,546,45.6,-64.7,Df,1.6374,Humid,Meybeck et al 2003
Canada,Chaudiere St Lambert,,35.359375,5805,46.833333,-71.166667,Df,1.5248,Humid,Meybeck et al 2003
Canada,Liard River mouth,,82.58125,275000,61.7,-121.2,Df,0.6109,Dry sub-humid,Meybeck et al 2003
Canada,Peace Peace River,,198.0125,186000,56.25,-117.316667,Df,0.498,Dry sub-humid,Meybeck et al 2003
Canada,Peace Peace Point,,76.19375,293000,59.1,-112.4,Df,0.6245,Dry sub-humid,Meybeck et al 2003
Canada,Red Deer Red Deer,,18.934375,11570,52.166667,-113.666667,Df,0.601,Dry sub-humid,Meybeck et al 2003
Canada,South Saskatchewan Lemsford,,50.1875,179000,51.016667,-109.116667,Df,0.3872,Semi-arid,Meybeck et al 2003
Canada,South Saskatchewan Saskatoon,,10.356875,141000,52.1,-106.6,Df,0.4678,Semi-arid,Meybeck et al 2003
US,Chena Fairbanks,,34.21875,5125,64.833333,-147.833333,Df,0.5551,Dry sub-humid,Meybeck et al 2003
US,Elm Fork Red Magnum,,438,1940,34.9,-99.516667,Cf,0.4445,Semi-arid,Meybeck et al 2003
US,Little Colorado Cameron,,110.4125,70600,35.25,-111.416667,Ds,0.3296,Semi-arid,Meybeck et al 2003
US,Pecos Santa Rosa,,54.065625,7490,34.933333,-104.7,BSk,0.2427,Semi-arid,Meybeck et al 2003
US,Salt Fork Red Mangum,,47.90625,3150,34.9,-99.516667,Cf,0.4445,Semi-arid,Meybeck et al 2003
US,Walla Walla Touchet,,515.5625,4279,46.083333,-118.3,Cs,0.3869,Semi-arid,Meybeck et al 2003
Bolivia,Piray Taruma,,542.9375,1590,-18.108208,-63.457413,Aw,0.6842,Humid,Meybeck et al 2003
France,Grand Morin Villier,,9.58125,1200,48.866667,3,Cf,0.7997,Humid,Meybeck et al 2003
France,Lot Clairac,,46.309375,11500,44.4,-0.6,Cf,1.0245,Humid,Meybeck et al 2003
France,Marne Noisiel,,5.703125,12500,48.85,2.616667,Cf,0.7836,Humid,Meybeck et al 2003
France,Melarchez Melarchez,,9.125,7,48.816667,3.083333,Cf,0.7395,Humid,Meybeck et al 2003
Thailand,Nam Mae Pai Sop Mae Samat,,31.025,5530,19.233333,97.933333,Aw,0.6815,Humid,Meybeck et al 2003
Thailand,Nam Mae Pai Ban Na Chalong,,52.240625,369,19.4,98.45,Aw,0.6787,Humid,Meybeck et al 2003
Thailand,Huai Mae Ya Sop Huai Mae Ya,,62.278125,84.8,19.733333,98.483333,Aw,0.7898,Humid,Meybeck et al 2003
Thailand,Khlong Mala Hat Som Paem,,116.34375,188,10.683333,98.05,Am,2.0097,Humid,Meybeck et al 2003
Thailand,Khlong Sok Ban Cheo Sai,,75.053125,892,8.816667,98.833333,Am,1.5293,Humid,Meybeck et al 2003
Mali,Bani Douna,,2.418125,102000,14.733333,-1.633333,BSh,0.1919,Arid,Meybeck et al 2003
Algeria,El Abid,,999.1875,2635,32.25,6.333333,BWh,0.0277,Hyper-arid,Meybeck et al 2003
Ivory Coast,Nzi Zienoa,,3.3534375,33150,6.083333,-4.75,Aw,0.7474,Humid,Meybeck et al 2003
France,Somme,,2.965625,5560,50.192638,1.623557,Cf,0.9042,Humid,Meybeck et al 2003
France,Adour,,1140.625,7830,43.529358,-1.522602,Cf,1.539,Humid,Meybeck et al 2003
Canada,St. Lewis,,3.125,2000,52.33435,-55.816757,Df,2.2437,Humid,Milliman and Farnsworth 2013
Canada,Saguenay,,2.840909091,88000,48.126885,-69.703829,Df,1.5198,Humid,Milliman and Farnsworth 2013
Canada,Severn,,1.375,100000,56.06732,-87.561957,Df,1.0296,Humid,Milliman and Farnsworth 2013
US,Alsea,,116.2790698,860,44.422967,-124.08301,Cs,2.8363,Humid,Milliman and Farnsworth 2013
US,Androscoggin,,12.07386364,8800,43.976526,-69.856838,Df,1.3115,Humid,Milliman and Farnsworth 2013
US,Calleguas,,744.047619,840,34.101763,-119.093751,Cs,0.2854,Semi-arid,Milliman and Farnsworth 2013
US,Connecticut,,5.580357143,28000,41.278293,-72.338932,Df,1.3472,Humid,Milliman and Farnsworth 2013
US,Coos,,74.21875,1600,43.384386,-124.182439,Cs,2.0148,Humid,Milliman and Farnsworth 2013
US,Coquille,,67.12962963,2700,43.122928,-124.426956,Cs,1.9601,Humid,Milliman and Farnsworth 2013
US,Duwamish,,125,1200,47.584829,-122.359629,Cs,1.2354,Humid,Milliman and Farnsworth 2013
US,Edisto,,1.666666667,7500,32.498724,-80.352527,Cf,0.9622,Humid,Milliman and Farnsworth 2013
US,Guadalupe,,7.211538462,26000,28.407887,-96.775506,Cf,0.7102,Humid,Milliman and Farnsworth 2013
US,Gualala,,187.5,900,38.768803,-123.534042,Cs,1.0768,Humid,Milliman and Farnsworth 2013
US,Hoh,,692.3076923,650,47.751499,-124.438968,Cf,3.8228,Humid,Milliman and Farnsworth 2013
US,Housatonic,,74.4047619,4200,41.170719,-73.109427,Df,1.2757,Humid,Milliman and Farnsworth 2013
US,James,,23.80952381,21000,36.98609,-76.284162,Cf,0.9189,Humid,Milliman and Farnsworth 2013
US,Kennebeck,,25.390625,16000,43.751479,-69.775183,Df,1.3341,Humid,Milliman and Farnsworth 2013
US,Los Angeles,,71.42857143,2100,33.755294,-118.188294,Cs,0.2486,Semi-arid,Milliman and Farnsworth 2013
US,Matolle,,750,1000,40.302131,-124.353964,Cs,2.2157,Humid,Milliman and Farnsworth 2013
US,Merrimack,,10.41666667,12000,42.819577,-70.813279,Df,1.1863,Humid,Milliman and Farnsworth 2013
US,Mobile,,25.56818182,110000,30.667876,-88.031323,Cf,1.1437,Humid,Milliman and Farnsworth 2013
US,Navarro,,187.5,800,39.191926,-123.761097,Cs,1.1156,Humid,Milliman and Farnsworth 2013
US,Neches,,13.5,25000,29.968414,-93.855167,Cf,1.0409,Humid,Milliman and Farnsworth 2013
US,Nehalem,,62.5,2200,45.655744,-123.941506,Cs,2.5182,Humid,Milliman and Farnsworth 2013
US,Nooksak,,500,2000,48.772716,-122.584769,Cs,1.231,Humid,Milliman and Farnsworth 2013
US,Nueces,,10.31976744,43000,27.837259,-97.488265,Cf,0.5654,Dry sub-humid,Milliman and Farnsworth 2013
US,Pajaro,,60.48387097,3100,36.84537,-121.807564,Cs,0.4077,Semi-arid,Milliman and Farnsworth 2013
US,Pascagoula,,35,25000,30.355719,-88.60421,Cf,1.2267,Humid,Milliman and Farnsworth 2013
US,Passaic,,9.868421053,1900,40.715607,-74.119353,Df,1.2098,Humid,Milliman and Farnsworth 2013
US,Patuxent,,10.41666667,2400,38.312322,-76.421273,Cf,0.9308,Humid,Milliman and Farnsworth 2013
US,Penobscot,,28.67647059,17000,44.503034,-68.799489,Df,1.2778,Humid,Milliman and Farnsworth 2013
US,Rogue,,102.6785714,14000,42.421929,-124.430043,Cs,2.1948,Humid,Milliman and Farnsworth 2013
US,Sacramento,,19.96527778,72000,38.061436,-121.793736,Cs,0.261,Semi-arid,Milliman and Farnsworth 2013
US,St. John's,,19.39655172,8700,30.401088,-81.400045,Cf,0.9175,Humid,Milliman and Farnsworth 2013
US,Salinas,,130.6818182,11000,36.750879,-121.804463,Cs,0.3492,Semi-arid,Milliman and Farnsworth 2013
US,San Diego,,14.20454545,1100,32.756623,-117.252222,BSk,0.2514,Semi-arid,Milliman and Farnsworth 2013
US,San Dieguito,,10.41666667,900,32.975111,-117.270375,Cs,0.2947,Semi-arid,Milliman and Farnsworth 2013
US,San Joaquin,,2.635542169,83000,38.026247,-121.78287,Cs,0.2542,Semi-arid,Milliman and Farnsworth 2013
US,Santa Ana,,15.87301587,6300,33.629149,-117.958479,BSk,0.2372,Semi-arid,Milliman and Farnsworth 2013
US,Santa Margarita,,39.47368421,1900,33.232287,-117.416905,BSk,0.2162,Semi-arid,Milliman and Farnsworth 2013
US,Santa Maria,,129.1666667,4500,34.970833,-120.650278,Cs,0.3717,Semi-arid,Milliman and Farnsworth 2013
US,Santa Ynez,,625,2000,34.693078,-120.602867,Cs,0.3515,Semi-arid,Milliman and Farnsworth 2013
US,Siletz,,72.11538462,520,44.927043,-124.022893,Cs,2.9138,Humid,Milliman and Farnsworth 2013
US,Siuslaw,,39.16666667,1500,44.017284,-124.13713,Cs,2.6097,Humid,Milliman and Farnsworth 2013
US,Sixes,,812.5,300,42.854865,-124.54338,Cs,2.1447,Humid,Milliman and Farnsworth 2013
US,Smith,,3333.333333,300,41.939556,-124.203882,Cs,2.1596,Humid,Milliman and Farnsworth 2013
US,Snohomish,,36.85897436,3900,48.019714,-122.211725,Cs,1.2805,Humid,Milliman and Farnsworth 2013
US,Tijuana,,65.27777778,4500,32.552006,-117.126948,BSk,0.2,Arid,Milliman and Farnsworth 2013
US,Tillamook,,81.96721311,610,45.4875,-123.901667,Cs,3.2963,Humid,Milliman and Farnsworth 2013
US,Umpqua,,72.91666667,12000,43.66976,-124.205207,Cs,2.1274,Humid,Milliman and Farnsworth 2013
US,York,,4.595588235,6800,37.238807,-76.396718,Cf,0.9173,Humid,Milliman and Farnsworth 2013
US,Chilkat,,789.4736842,1900,59.238555,-135.540388,Ds,1.8192,Humid,Milliman and Farnsworth 2013
US,Knik,,1465.517241,2900,61.482588,-149.262422,Ds,0.7441,Humid,Milliman and Farnsworth 2013
