Reference	Reference DOI	Sample_ID	Location_ID	Basin_ID	Basin	Place	Region	Latitude	Longitude	Elevation	Season	Observation Type	Sample Type	filtersize_mum	Area (km2)	Time interval (yr)	Discharge_m3_s	Annual_Discharge_m3_s	TSS_mg_L	TSS_kg_s	TSS_km3_yr	Erosion rate (mm/yr)	Sand_perc	Silt_perc	Clay_perc
Huang et al., 1998		CHN-HUA-111231-HUA1	CHN-HUA-111231	4002	Huanghe	Northern Central China 	China	40.122266	111.328213		Summer	single	SS	0.45	752546	0.00273972602739726		2571	1960	5039.16	0.0588573888	0.078211018064012			
Huang et al., 1998		CHN-HUA-111232-HUA1	CHN-HUA-111232	4002	Huanghe	Northern Central China 	China	39.567633	106.776725		Summer	single	SS	0.45	752546	0.00273972602739726		2571	1940	4987.74	0.0582568032	0.077412946451114			
Huang et al., 1998		CHN-HUA-111233-HUA1	CHN-HUA-111233	4002	Huanghe	Northern Central China 	China	36.090922	103.870442		Summer	single	SS	0.45	752546	0.00273972602739726		2571	4670	12006.57	0.1402367376	0.186349721611702			
Huang et al., 1998		CHN-HUA-111234-HUA1	CHN-HUA-111234	4002	Huanghe	Northern Central China 	China	36.085072	103.742647		Summer	single	SS	0.45	752546	0.00273972602739726		2571	6440	16557.24	0.1933885632	0.256979059353182			
Qiao et al., 2007		CHN-HUA-111246-QIA1	CHN-HUA-111246	4002	Huanghe	Eastern Chinese coast	China	37.725719	118.679242		Winter	single	SS	0.45	752546	0.00273972602739726		2571	1360	3496.56	0.0408398208	0.0542688696770696	0.29	64.98	34.73
Qiao et al., 2007		CHN-HUA-111246-QIA10	CHN-HUA-111246	4002	Huanghe	Eastern Chinese coast	China	37.725719	118.679242		Winter	single	SS	0.45	752546	0.00273972602739726		2571	1560	4010.76	0.0468456768	0.0622495858060504	0.38	66.97	32.65
Qiao et al., 2007		CHN-HUA-111246-QIA11	CHN-HUA-111246	4002	Huanghe	Eastern Chinese coast	China	37.725719	118.679242		Summer	single	SS	0.45	752546	0.00273972602739726		2571	870	2236.77	0.0261254736	0.0347161151610666	35.33	54.36	10.07
Qiao et al., 2007		CHN-HUA-111246-QIA12	CHN-HUA-111246	4002	Huanghe	Eastern Chinese coast	China	37.725719	118.679242		Summer	single	SS	0.45	752546	0.00273972602739726		2571	1120	2879.52	0.0336327936	0.0446920103222926	37.2	53.04	9.76
Qiao et al., 2007		CHN-HUA-111246-QIA13	CHN-HUA-111246	4002	Huanghe	Eastern Chinese coast	China	37.725719	118.679242		Summer	single	SS	0.45	752546	0.00273972602739726		2571	520	1336.92	0.0156152256	0.0207498619353501	23.53	61.07	15.4
Qiao et al., 2007		CHN-HUA-111246-QIA14	CHN-HUA-111246	4002	Huanghe	Eastern Chinese coast	China	37.725719	118.679242		Summer	single	SS	0.45	752546	0.00273972602739726		2571	710	1825.41	0.0213207888	0.0283315422578819	31.22	56.38	12.39
Qiao et al., 2007		CHN-HUA-111246-QIA15	CHN-HUA-111246	4002	Huanghe	Eastern Chinese coast	China	37.725719	118.679242		Summer	single	SS	0.45	752546	0.00273972602739726		2571	700	1799.7	0.021020496	0.0279325064514329	32.73	52.62	14.65
Qiao et al., 2007		CHN-HUA-111246-QIA16	CHN-HUA-111246	4002	Huanghe	Eastern Chinese coast	China	37.725719	118.679242		Summer	single	SS	0.45	752546	0.00273972602739726		2571	650	1671.15	0.019519032	0.0259373274191877	27.94	60.81	11.25
Qiao et al., 2007		CHN-HUA-111246-QIA17	CHN-HUA-111246	4002	Huanghe	Eastern Chinese coast	China	37.725719	118.679242		Summer	single	SS	0.45	752546	0.00273972602739726		2571	680	1748.28	0.0204199104	0.0271344348385348	28.86	58.08	13.06
Qiao et al., 2007		CHN-HUA-111246-QIA2	CHN-HUA-111246	4002	Huanghe	Eastern Chinese coast	China	37.725719	118.679242		Winter	single	SS	0.45	752546	0.00273972602739726		2571	1450	3727.95	0.043542456	0.0578601919351109	0.27	66.32	33.41
Qiao et al., 2007		CHN-HUA-111246-QIA3	CHN-HUA-111246	4002	Huanghe	Eastern Chinese coast	China	37.725719	118.679242		Winter	single	SS	0.45	752546	0.00273972602739726		2571	1610	4139.31	0.0483471408	0.0642447648382956	0.39	66.38	33.23
Qiao et al., 2007		CHN-HUA-111246-QIA4	CHN-HUA-111246	4002	Huanghe	Eastern Chinese coast	China	37.725719	118.679242		Winter	single	SS	0.45	752546	0.00273972602739726		2571	1840	4730.64	0.0552538752	0.0734225883866236	0.5	67.7	31.79
Qiao et al., 2007		CHN-HUA-111246-QIA5	CHN-HUA-111246	4002	Huanghe	Eastern Chinese coast	China	37.725719	118.679242		Winter	single	SS	0.45	752546	0.00273972602739726		2571	1830	4704.93	0.0549535824	0.0730235525801745	0.46	66.2	33.34
Qiao et al., 2007		CHN-HUA-111246-QIA6	CHN-HUA-111246	4002	Huanghe	Eastern Chinese coast	China	37.725719	118.679242		Winter	single	SS	0.45	752546	0.00273972602739726		2571	2070	5321.97	0.0621606096	0.0826004119349515	3.73	69.13	27.14
Qiao et al., 2007		CHN-HUA-111246-QIA7	CHN-HUA-111246	4002	Huanghe	Eastern Chinese coast	China	37.725719	118.679242		Winter	single	SS	0.45	752546	0.00273972602739726		2571	1430	3676.53	0.0429418704	0.0570621203222129	0.37	68.16	31.47
Qiao et al., 2007		CHN-HUA-111246-QIA8	CHN-HUA-111246	4002	Huanghe	Eastern Chinese coast	China	37.725719	118.679242		Winter	single	SS	0.45	752546	0.00273972602739726		2571	2330	5990.43	0.0699682224	0.0929753429026266	1.3	69.67	29.03
Qiao et al., 2007		CHN-HUA-111246-QIA9	CHN-HUA-111246	4002	Huanghe	Eastern Chinese coast	China	37.725719	118.679242		Winter	single	SS	0.45	752546	0.00273972602739726		2571	1260	3239.46	0.0378368928	0.0502785116125792	0.4	66.37	33.23
Gaillardet et al., 1999		CHN-HUA-111274-GLD1	CHN-HUA-111274	4002	Huanghe	NE China	China	36.729253	117.025257		Summer	single	SS	0.2	752546	0.00273972602739726	1300.10147133435	2571	26830	68979.93	0.8056855824	1.07061306870278			
GEMS-GLORI (Meybeck and Ragu, 1998)		CHN-HUA-111281-GGR1	CHN-HUA-111281	4002	Huanghe	China, Coast	China	37.7333	118.6			an	SS		752546	1	1299.23827877927	2571	26829	68977.359	0.80565555312	1.07057316512213			
GEMS-GLORI (Meybeck and Ragu, 1998)		CHN-HUA-111281-GGR2	CHN-HUA-111281	4002	Huanghe	China, Coast	China	37.7333	118.6			an	SS		752546	1		2571	25600	65817.6	0.768749568	1.02153166450955			
GEMS-GLORI (Meybeck and Ragu, 1998)		CHN-HUA-111281-GGR3	CHN-HUA-111281	4002	Huanghe	China, Coast	China	37.7333	118.6			an	SS		752546	1	1540.07269143104	2571	26500	68131.5	0.79577592	1.05744488708996			
Gaillardet et al., 1999		CHN-ZHU-111125-GLD1	CHN-ZHU-111125	4011	Zhujiang	South East China	Vietnam	23.038368	112.475948		Summer	single	SS	0.2	453700	0.00273972602739726	11510.6544901065	9500	190	1805	0.0210824	0.0464677099404893			
GEMS-GLORI (Meybeck and Ragu, 1998)		CMR-SAG-111111-GGR1	CMR-SAG-111111	5035	Sanaga	Cameroun, Coast	Cameroun	3.7667	10.0667			an	SS		132990	1	1742.88061787463	2072	50.9	105.4648	0.001231828864	0.00926256759154824			
GEMS-GLORI (Meybeck and Ragu, 1998)		COD-CON-111118-GGR1	COD-CON-111118	5013	Congo	Zinbabwe, Coast	Zimbabwe	-6.0667	12.4			an	SS		4014500	1	38026.4862081737	41200	19	782.8	0.009143104	0.00227751999003612			
GEMS-GLORI (Meybeck and Ragu, 1998)		EGY-NIL-111304-GGR1	EGY-NIL-111304	5027	Nile	Egypt, Coast	Egypt	31.4333	31.8			an	SS		3349000	1	9.50662155204343	2633	1442	3796.786	0.04434646048	0.0132417021439236			
GEMS-GLORI (Meybeck and Ragu, 1998)		FRA-ADR-111111-GGR1	FRA-ADR-111111	3026	Adour	France, Coast	France	43.32	-1.32			an	SS		16880	1	339.069502022882	150	21.1	3.165	0.0000369672	0.00219			
GEMS-GLORI (Meybeck and Ragu, 1998)		FRA-GRN-111112-GGR1	FRA-GRN-111112	3025	Garonne	France, Coast	France	44.4167	0.2333			an	SS		56000	1	545.046302317157	650	127.9	83.135	0.0009710168	0.0173395857142857			
Grosbois et al., 2001		FRA-LOR-111113-GRB10	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Summer	single	SS	0.45	117000	0.00273972602739726	262	835.3	30	25.059	0.00029268912	0.00250161641025641			
Grosbois et al., 2001		FRA-LOR-111113-GRB11	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Summer	single	SS	0.45	117000	0.00273972602739726	191	835.3	31	25.8943	0.000302445424	0.00258500362393162			
Grosbois et al., 2001		FRA-LOR-111113-GRB12	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Summer	single	SS	0.45	117000	0.00273972602739726	150	835.3	55	45.9415	0.00053659672	0.00458629675213675			
Grosbois et al., 2001		FRA-LOR-111113-GRB13	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Summer	single	SS	0.45	117000	0.00273972602739726	92	835.3	28	23.3884	0.000273176512	0.00233484198290598			
Grosbois et al., 2001		FRA-LOR-111113-GRB14	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Summer	single	SS	0.45	117000	0.00273972602739726	102	835.3	42	35.0826	0.000409764768	0.00350226297435897			
Grosbois et al., 2001		FRA-LOR-111113-GRB15	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Autumn	single	SS	0.45	117000	0.00273972602739726	101	835.3	44	36.7532	0.000429277376	0.0036690374017094			
Grosbois et al., 2001		FRA-LOR-111113-GRB16	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Autumn	single	SS	0.45	117000	0.00273972602739726	153	835.3	64	53.4592	0.000624403456	0.00533678167521367			
Grosbois et al., 2001		FRA-LOR-111113-GRB17	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Autumn	single	SS	0.45	117000	0.00273972602739726	120	835.3	45	37.5885	0.00043903368	0.00375242461538462			
Grosbois et al., 2001		FRA-LOR-111113-GRB18	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Autumn	single	SS	0.45	117000	0.00273972602739726	108	835.3	51	42.6003	0.000497571504	0.0042527478974359			
Grosbois et al., 2001		FRA-LOR-111113-GRB19	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Autumn	single	SS	0.45	117000	0.00273972602739726	161	835.3	39	32.5767	0.000380495856	0.00325210133333333			
Grosbois et al., 2001		FRA-LOR-111113-GRB20	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Autumn	single	SS	0.45	117000	0.00273972602739726	184	835.3	36	30.0708	0.000351226944	0.00300193969230769			
Grosbois et al., 2001		FRA-LOR-111113-GRB23	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Autumn	single	SS	0.45	117000	0.00273972602739726	611	835.3	108	90.2124	0.001053680832	0.00900581907692308			
Grosbois et al., 2001		FRA-LOR-111113-GRB24	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Autumn	single	SS	0.45	117000	0.00273972602739726	701	835.3	46	38.4238	0.000448789984	0.00383581182905983			
Grosbois et al., 2001		FRA-LOR-111113-GRB26	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Winter	single	SS	0.45	117000	0.00273972602739726	1940	835.3	110	91.883	0.00107319344	0.00917259350427351			
Grosbois et al., 2001		FRA-LOR-111113-GRB27	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Winter	single	SS	0.45	117000	0.00273972602739726	1324	835.3	32	26.7296	0.000312201728	0.00266839083760684			
Grosbois et al., 2001		FRA-LOR-111113-GRB28	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Winter	single	SS	0.45	117000	0.00273972602739726	1000	835.3	21	17.5413	0.000204882384	0.00175113148717949			
Grosbois et al., 2001		FRA-LOR-111113-GRB29	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Winter	single	SS	0.45	117000	0.00273972602739726	999	835.3	57	47.6121	0.000556109328	0.00475307117948718			
Grosbois et al., 2001		FRA-LOR-111113-GRB30	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Winter	single	SS	0.45	117000	0.00273972602739726	489	835.3	11	9.1883	0.000107319344	0.000917259350427351			
Grosbois et al., 2001		FRA-LOR-111113-GRB31	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Winter	single	SS	0.45	117000	0.00273972602739726	1276	835.3	59	49.2827	0.000575621936	0.00491984560683761			
Grosbois et al., 2001		FRA-LOR-111113-GRB32	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Winter	single	SS	0.45	117000	0.00273972602739726	534	835.3	20	16.706	0.00019512608	0.00166774427350427			
Grosbois et al., 2001		FRA-LOR-111113-GRB33	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Winter	single	SS	0.45	117000	0.00273972602739726	773	835.3	37	30.9061	0.000360983248	0.00308532690598291			
Grosbois et al., 2001		FRA-LOR-111113-GRB34	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Spring	single	SS	0.45	117000	0.00273972602739726	499	835.3	17	14.2001	0.000165857168	0.00141758263247863			
Grosbois et al., 2001		FRA-LOR-111113-GRB36	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Spring	single	SS	0.45	117000	0.00273972602739726	144	835.3	3	2.5059	0.000029268912	0.000250161641025641			
Grosbois et al., 2001		FRA-LOR-111113-GRB38	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Summer	single	SS	0.45	117000	0.00273972602739726	104	835.3	32	26.7296	0.000312201728	0.00266839083760684			
Grosbois et al., 2001		FRA-LOR-111113-GRB39	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Summer	single	SS	0.45	117000	0.00273972602739726	205	835.3	43	35.9179	0.000419521072	0.00358565018803419			
Grosbois et al., 2001		FRA-LOR-111113-GRB4	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Spring	single	SS	0.45	117000	0.00273972602739726	930	835.3	37	30.9061	0.000360983248	0.00308532690598291			
Grosbois et al., 2001		FRA-LOR-111113-GRB40	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Summer	single	SS	0.45	117000	0.00273972602739726	151	835.3	46	38.4238	0.000448789984	0.00383581182905983			
Grosbois et al., 2001		FRA-LOR-111113-GRB41	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Summer	single	SS	0.45	117000	0.00273972602739726	93	835.3	29	24.2237	0.000282932816	0.0024182291965812			
Grosbois et al., 2001		FRA-LOR-111113-GRB42	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Summer	single	SS	0.45	117000	0.00273972602739726	109	835.3	47	39.2591	0.000458546288	0.00391919904273504			
Grosbois et al., 2001		FRA-LOR-111113-GRB43	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Summer	single	SS	0.45	117000	0.00273972602739726	83	835.3	12	10.0236	0.000117075648	0.00100064656410256			
Grosbois et al., 2001		FRA-LOR-111113-GRB44	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Autumn	single	SS	0.45	117000	0.00273972602739726	105	835.3	31	25.8943	0.000302445424	0.00258500362393162			
Grosbois et al., 2001		FRA-LOR-111113-GRB45	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Autumn	single	SS	0.45	117000	0.00273972602739726	216	835.3	25	20.8825	0.0002439076	0.00208468034188034			
Grosbois et al., 2001		FRA-LOR-111113-GRB47	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Winter	single	SS	0.45	117000	0.00273972602739726	764	835.3	94	78.5182	0.000917092576	0.00783839808547008			
Grosbois et al., 2001		FRA-LOR-111113-GRB5	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Spring	single	SS	0.45	117000	0.00273972602739726	462	835.3	10	8.353	0.00009756304	0.000833872136752137			
Grosbois et al., 2001		FRA-LOR-111113-GRB6	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Spring	single	SS	0.45	117000	0.00273972602739726	551	835.3	19	15.8707	0.000185369776	0.00158435705982906			
Grosbois et al., 2001		FRA-LOR-111113-GRB7	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Spring	single	SS	0.45	117000	0.00273972602739726	321	835.3	30	25.059	0.00029268912	0.00250161641025641			
Grosbois et al., 2001		FRA-LOR-111113-GRB8	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Spring	single	SS	0.45	117000	0.00273972602739726	270	835.3	58	48.4474	0.000565865632	0.00483645839316239			
Grosbois et al., 2001		FRA-LOR-111113-GRB9	FRA-LOR-111113	3010	Loire	Brehemont, West Central France	France	47.319556	0.404296		Spring	single	SS	0.45	117000	0.00273972602739726	522	835.3	35	29.2355	0.00034147064	0.00291855247863248			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG1	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.45	117000	0.00273972602739726	433	835.3	35	29.2355	0.00034147064	0.00291855247863248			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG10	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	56	835.3	45.8	38.25674	0.0004468387232	0.00381913438632479			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG11	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	71	835.3	60.9	50.86977	0.0005941589136	0.00507828131282051			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG12	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	53	835.3	25	20.8825	0.0002439076	0.00208468034188034			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG13	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	55	835.3	32.8	27.39784	0.0003200067712	0.00273510060854701			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG14	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	59	835.3	25.3	21.13309	0.0002468344912	0.00210969650598291			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG15	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	108	835.3	56	46.7768	0.000546353024	0.00466968396581196			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG16	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	121	835.3	41	34.2473	0.000400008464	0.00341887576068376			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG17	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	307	835.3	51.5	43.01795	0.000502449656	0.00429444150427351			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG18	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	177	835.3	27.8	23.22134	0.0002712252512	0.00231816454017094			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG19	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	239	835.3	36.8	30.73904	0.0003590319872	0.00306864946324786			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG2	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	341	835.3	22.6	18.87778	0.0002204924704	0.00188455102905983			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG20	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	168	835.3	20.8	17.37424	0.0002029311232	0.00173445404444444			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG21	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	137	835.3	20.3	16.95659	0.0001980529712	0.00169276043760684			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG22	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	96	835.3	10.5	8.77065	0.000102441192	0.000875565743589744			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG23	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	152	835.3	4.8	4.00944	0.0000468302592	0.000400258625641026			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG24	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	251	835.3	40.1	33.49553	0.0003912277904	0.00334382726837607			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG25	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	174	835.3	5.3	4.42709	0.0000517084112	0.000441952232478632			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG26	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	165	835.3	3.3	2.75649	0.0000321958032	0.000275177805128205			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG27	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	760	835.3	57.4	47.94622	0.0005600118496	0.00478642606495726			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG28	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	935	835.3	82.2	68.66166	0.0008019681888	0.00685442896410256			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG29	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	920	835.3	55.4	46.27562	0.0005404992416	0.00461965163760684			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG3	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	272	835.3	20.7	17.29071	0.0002019554928	0.00172611532307692			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG30	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	965	835.3	65.1	54.37803	0.0006351353904	0.00542850761025641			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG31	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	935	835.3	48	40.0944	0.000468302592	0.00400258625641026			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG32	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	1040	835.3	52.9	44.18737	0.0005161084816	0.0044111836034188			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG33	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	1050	835.3	60.4	50.45212	0.0005892807616	0.0050365877059829			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG34	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	830	835.3	34.4	28.73432	0.0003356168576	0.00286852015042735			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG35	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	620	835.3	25.1	20.96603	0.0002448832304	0.00209301906324786			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG36	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	560	835.3	22.3	18.62719	0.0002175655792	0.00185953486495726			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG37	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	525	835.3	25.1	20.96603	0.0002448832304	0.00209301906324786			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG38	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	605	835.3	26.3	21.96839	0.0002565907952	0.00219308371965812			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG39	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	500	835.3	24.4	20.38132	0.0002380538176	0.00203464801367521			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG4	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	197	835.3	26.4	22.05192	0.0002575664256	0.00220142244102564			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG40	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	460	835.3	24	20.0472	0.000234151296	0.00200129312820513			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG41	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	450	835.3	31.6	26.39548	0.0003082992064	0.00263503595213675			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG42	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	860	835.3	100.1	83.61353	0.0009766060304	0.00834706008888889			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG43	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	700	835.3	34	28.4002	0.000331714336	0.00283516526495726			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG44	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	735	835.3	58.8	49.11564	0.0005736706752	0.00490316816410256			
Negrel and Grosbois 1999		FRA-LOR-111114-NEG45	FRA-LOR-111114	3010	Loire	Orleans, Central France	France	47.8958	1.8763		Autumn	single	SS	0.22	117000	0.00273972602739726	510	835.3	13.2	11.02596	0.0001287832128	0.00110071122051282			
